"Ward","CC","region"
"0.841436227024573","0.158563772975427","East of England"
"0.790300856846733","0.209699143153267","London"
"0.857589749944398","0.142410250055602","Midlands"
"0.864211891720552","0.135788108279448","North East and Yorkshire"
"0.91104467907319","0.08895532092681","North West"
"0.857503173112222","0.142496826887777","South East"
"0.886623712578656","0.113376287421343","South West"
"0.85295395869748","0.14704604130252","England"
